epoch,train_loss_opt,train_loss,train_acc,train_precision,train_recall,train_f1,train_iou,train_chip_acc,val_loss,val_acc,val_precision,val_recall,val_f1,val_iou,val_chip_acc
1,0.3482304848102202,0.3012598352798496,0.976794917240815,0.9627567573519598,0.9832468662582627,0.9728939332750364,0.947218573162775,0.9746911720397711,0.29821101244371595,0.9771604900118667,0.9617819927986461,0.9849481209185262,0.9732272131603691,0.9478506202855272,0.9760900140646976
2,0.3160527301480971,0.3047889058469761,0.969847694941765,0.9410038110930032,0.9909346504907349,0.9653239959463974,0.9329722558780759,0.9686652606206688,0.3018509052285736,0.9695099778316187,0.939584682150215,0.9914048474790436,0.9647994350913212,0.9319927726560309,0.9690576652601969
3,0.3081708514546774,0.29461267476491854,0.9799820962315691,0.9838614786268842,0.9686247535328522,0.9761836592418532,0.9534753745830633,0.9784573666767099,0.2909775391519279,0.9802604922094756,0.9873252977119005,0.9655601193233122,0.9763214155547466,0.9537382535469456,0.9789029535864979
4,0.30082589642829205,0.2875877799377889,0.9823370252829352,0.9720604197742863,0.9866554144009823,0.979303536189061,0.9594463983242947,0.9819222657426936,0.2843908623208846,0.9818850918325857,0.9729089121957191,0.9844313872618321,0.9786362294635027,0.9581661964962216,0.9824191279887482
5,0.29863721247178965,0.2838711572611839,0.9846492536314353,0.9773705774407491,0.9865987738770254,0.9819629901756924,0.9645651292851997,0.9841819825248569,0.2826532750191648,0.9839349202130577,0.9761628374183804,0.9859593872194669,0.9810366510474664,0.9627791439894253,0.9824191279887482
6,0.2974779056676899,0.28256276601137237,0.9838655247103559,0.9759818693340055,0.9861741978988644,0.9810515568278807,0.9628078566836158,0.9837300391684243,0.2826042352767473,0.9838945305632467,0.9747218064644801,0.9873940003495123,0.981016977148301,0.9627412478533258,0.9824191279887482
7,0.29113990240786447,0.2816129176781011,0.9845456740841084,0.9788647704345841,0.9847739460189536,0.9818104619893899,0.9642708308798438,0.9850858692377222,0.28399693538706877,0.9844490834596954,0.976621469336574,0.9867232853587776,0.9816463843783743,0.9639543466428095,0.9852320675105485
8,0.293234238351684,0.2912607981422243,0.9764128176696905,0.9534456050491997,0.9927840102737094,0.9727172364890274,0.9468836436961002,0.9751431153962037,0.2990331193327569,0.9702874678599679,0.9416004105998861,0.9909633732177567,0.9656514544009248,0.9335842044455642,0.969760900140647
9,0.2888855739889375,0.2819512611701075,0.9851796930904451,0.9928112418035092,0.9720465011537492,0.9823191449342572,0.9652526623348583,0.986140403736065,0.28073295848470264,0.9852227963475734,0.9889227436292557,0.9758697399385613,0.9823528782852612,0.9653178072730648,0.9859353023909986
10,0.28798072808478253,0.27444235310014564,0.9879900779160937,0.9804599024889856,0.9914017991279529,0.9859004874163589,0.972193049146846,0.9870442904489304,0.27847238686956005,0.9865666428363435,0.97737510207693,0.9910690826256496,0.9841744545294467,0.9688420110731607,0.9838255977496484
11,0.27737131687891053,0.2715310341400145,0.9904450097332591,0.9857160398617385,0.9918122204025418,0.988754728700811,0.9777595669932978,0.9900572461584815,0.28014054963973145,0.9879943160903433,0.9825783076726481,0.9890510309620606,0.9858040395650878,0.9720054978352239,0.9859353023909986
12,0.2753098211195095,0.2707245345632419,0.9908773405575615,0.9911406695042444,0.9872855592259607,0.9892093533809353,0.9786491066007512,0.9893040072310937,0.2780521905402161,0.9889360688071374,0.9885666978901742,0.9851427362157164,0.9868517421341502,0.9740447603227419,0.9866385372714487
13,0.2754333733794201,0.27116510442371133,0.9892193322154403,0.9799765633480324,0.9948738263400666,0.9873690011715583,0.9750531162769003,0.987194938234408,0.2765901527794388,0.9889674448262785,0.9807711355162981,0.9932979420679847,0.9869947882524919,0.9743235145069732,0.9880450070323488
14,0.27293640563645993,0.2690900959956729,0.9926473876732448,0.9951700798229486,0.9874322731626797,0.9912860717297378,0.9827227064694675,0.9921663151551672,0.2795990898092795,0.9872353683879435,0.9901717334148185,0.9794355484240734,0.9847743748406936,0.9700054453766384,0.9831223628691983
15,0.2747581120894616,0.2648470017593354,0.994255514165011,0.9924623393340656,0.9939860528842737,0.9932236067237457,0.986538444176548,0.9935221452244652,0.27867180788921864,0.9880660388372446,0.987299303147063,0.9843474715083603,0.9858211726748238,0.9720388120653526,0.9873417721518988
16,0.27123877459979917,0.269573498921748,0.9919367391109897,0.9861286627274587,0.9949575388200885,0.9905234224620812,0.9812247796614196,0.991262428442302,0.2850644183595755,0.9874627264910772,0.9792253545922696,0.9912837603056479,0.985217657124164,0.9708659929833567,0.9852320675105485
17,0.2699220732572567,0.2648212555056039,0.9935688916442262,0.9914643401514445,0.9933676964090492,0.9924151006677542,0.9849444064218984,0.9932208496535101,0.27712338280495413,0.9901419638246084,0.9859956884393141,0.9906810741053492,0.9883328233060743,0.9769347626958821,0.9887482419127989
18,0.27101762431213655,0.2645696473415907,0.9943401524014197,0.994081078391384,0.9925464413761783,0.9933131621428841,0.986715167738629,0.9941247363663754,0.27921645535712336,0.987382891476573,0.9868061642849891,0.9832096187006655,0.9850046034886539,0.9704522963615949,0.9845288326300985
19,0.26957299838583154,0.2681735752912025,0.9907575965322761,0.9812511032014207,0.997232212709938,0.9891771096113464,0.978585990591586,0.9899065983730039,0.28605843896770644,0.9824663851666882,0.9665536366440555,0.9927515731148582,0.9794774531314141,0.9597803262005667,0.9810126582278481
20,0.2708649556510724,0.26490968619985394,0.994940104632537,0.9950112895582103,0.9930319781022392,0.9940206435212318,0.9881123773167242,0.9950286230792408,0.2806013244178353,0.9865177116984216,0.9855892511014467,0.9823748402647329,0.9839794155241706,0.9684640650013068,0.9810126582278481
21,0.26847069488408476,0.26623943840401737,0.9930225083827253,0.9889240358790543,0.9946658694297631,0.9917866373045049,0.983707103991738,0.9918650195842121,0.2835440079429342,0.9863076941038146,0.9792471812781613,0.9884608710210786,0.9838324498402613,0.968179371134502,0.9824191279887482
22,0.2707551507852398,0.266295397689716,0.9934375161828675,0.9915597603097318,0.9929576007794811,0.9922581832440583,0.9846353268949827,0.9927689062970775,0.28523964384156797,0.9868455074004479,0.9886112751303893,0.9800792759455483,0.9843267823581783,0.9691372924936223,0.9845288326300985
23,0.2715381965614282,0.26320557693095625,0.9948755386688148,0.992597171047179,0.9953239111781929,0.993958666040536,0.9879898990517182,0.9944260319373305,0.2752502123411331,0.9895687398360579,0.985001060521865,0.9903302370049725,0.9876584550650267,0.9756178336101836,0.9880450070323488
24,0.2672988952925572,0.26318176003293886,0.9951074042209626,0.9920526017250745,0.9964306700556614,0.9942368112666672,0.9885396804604355,0.9944260319373305,0.2748296620375994,0.9902155322196945,0.9863700547280924,0.9904713865611763,0.9884164611499723,0.9770982158913512,0.9880450070323488
25,0.2686105493026284,0.27128728680656,0.9912326740335001,0.9819898174726744,0.997596066746548,0.989731420451731,0.9796715946486448,0.9893040072310937,0.28214882745394587,0.9887541222337592,0.9788537789624818,0.994808221951464,0.9867665101880462,0.973878706121261,0.9873417721518988
26,0.2695596949555553,0.26266690673897897,0.9952325547951895,0.9921397355564168,0.9966396039010275,0.994384573964097,0.9888318716708941,0.994275384151853,0.27740668422096254,0.9906681023234216,0.9878884032339993,0.9899959997441782,0.9889410735814456,0.978124081229522,0.989451476793249
27,0.2669739228171798,0.2641229983861334,0.9953838370226347,0.9970795623633492,0.9920064568026342,0.994536535179544,0.9891324547558118,0.9944260319373305,0.28451542641657096,0.9858942259883742,0.9901212834874341,0.9762723115083114,0.9831480245339231,0.9668546239653817,0.9810126582278481
28,0.26720085231444013,0.2616517174619031,0.9949952183304223,0.9898296747185847,0.9984421359300063,0.9941172473193725,0.9883033132951424,0.9941247363663754,0.28035246699453437,0.9861800439247095,0.9745602866930753,0.9931344896598265,0.983759716883324,0.9680385072963039,0.9831223628691983
29,0.26591357280715155,0.26033136265323265,0.9967211671319485,0.9959344423153932,0.9963255735526049,0.9961299645395018,0.9922897778734898,0.9963844531485387,0.284199888833488,0.9863197552000919,0.9832984483516926,0.9842592784956096,0.9837786238194643,0.9680751229199359,0.9838255977496484
30,0.2667587286291214,0.2601791868966337,0.9967959853100754,0.997087306007612,0.9953426683313928,0.9962142183382399,0.9924570027793098,0.9965351009340163,0.28142383962533335,0.9889527225628512,0.9899984278221761,0.9837267597153861,0.9868526244077619,0.97404647936933,0.9859353023909986
